Hugo_Symbol,n_mutations,n_patients,n_high_impact,hotspot_count,high_impact_ratio,patient_frequency
LZTS3,4,3,2.0,0.0,0.5,0.007246376811594203
LZTS1,4,4,0.0,0.0,0.0,0.00966183574879227
PODNL1,4,4,1.0,0.0,0.25,0.00966183574879227
POC5,4,4,0.0,0.0,0.0,0.00966183574879227
LYPD3,4,4,0.0,0.0,0.0,0.00966183574879227
RBM44,4,4,1.0,0.0,0.25,0.00966183574879227
OR2T33,4,4,0.0,0.0,0.0,0.00966183574879227
LCE2D,4,4,0.0,0.0,0.0,0.00966183574879227
ASPRV1,4,4,2.0,0.0,0.5,0.00966183574879227
ASPHD1,4,4,1.0,0.0,0.25,0.00966183574879227
ZNF256,4,4,0.0,0.0,0.0,0.00966183574879227
ZNF695,4,4,0.0,0.0,0.0,0.00966183574879227
ZNF250,4,4,0.0,0.0,0.0,0.00966183574879227
FAM161B,4,4,1.0,0.0,0.25,0.00966183574879227
LSR,4,4,0.0,0.0,0.0,0.00966183574879227
LY9,4,3,0.0,0.0,0.0,0.007246376811594203
UBC,4,4,0.0,0.0,0.0,0.00966183574879227
PCDH8,4,4,0.0,0.0,0.0,0.00966183574879227
LDB1,4,4,0.0,0.0,0.0,0.00966183574879227
UBAC1,4,4,2.0,0.0,0.5,0.00966183574879227
UACA,4,4,1.0,0.0,0.25,0.00966183574879227
FAM160A2,4,4,1.0,0.0,0.25,0.00966183574879227
ADRB1,4,3,2.0,0.0,0.5,0.007246376811594203
ARMC4,4,4,0.0,0.0,0.0,0.00966183574879227
ZNF311,4,4,0.0,0.0,0.0,0.00966183574879227
ZNF3,4,4,3.0,0.0,0.75,0.00966183574879227
SMYD3,4,4,0.0,0.0,0.0,0.00966183574879227
LEMD3,4,4,0.0,0.0,0.0,0.00966183574879227
POGZ,4,4,0.0,0.0,0.0,0.00966183574879227
CSAD,4,4,1.0,0.0,0.25,0.00966183574879227
OR2T3,4,4,0.0,0.0,0.0,0.00966183574879227
SLC6A5,4,4,0.0,0.0,0.0,0.00966183574879227
SMPD4,4,3,0.0,0.0,0.0,0.007246376811594203
CSNK1E,4,4,1.0,0.0,0.25,0.00966183574879227
LFNG,4,4,0.0,0.0,0.0,0.00966183574879227
SMC5,4,4,0.0,0.0,0.0,0.00966183574879227
SMC4,4,4,1.0,0.0,0.25,0.00966183574879227
LRRN1,4,4,1.0,0.0,0.25,0.00966183574879227
LRRIQ3,4,4,0.0,0.0,0.0,0.00966183574879227
U2AF2,4,4,0.0,0.0,0.0,0.00966183574879227
LHFPL3,4,3,0.0,0.0,0.0,0.007246376811594203
TYSND1,4,4,0.0,0.0,0.0,0.00966183574879227
EHHADH,4,4,0.0,0.0,0.0,0.00966183574879227
SLC8A2,4,4,0.0,0.0,0.0,0.00966183574879227
PODXL,4,4,1.0,0.0,0.25,0.00966183574879227
TMPO,4,4,2.0,0.0,0.5,0.00966183574879227
EHD2,4,4,0.0,0.0,0.0,0.00966183574879227
LGALS9B,4,4,0.0,0.0,0.0,0.00966183574879227
LGALS9,4,4,0.0,0.0,0.0,0.00966183574879227
SMG8,4,4,0.0,0.0,0.0,0.00966183574879227
SMG7,4,4,1.0,0.0,0.25,0.00966183574879227
OR2T27,4,4,1.0,0.0,0.25,0.00966183574879227
EIF4ENIF1,4,4,1.0,0.0,0.25,0.00966183574879227
LRRC32,4,4,0.0,0.0,0.0,0.00966183574879227
LIG3,4,3,0.0,0.0,0.0,0.007246376811594203
LHX8,4,4,0.0,0.0,0.0,0.00966183574879227
SMAD5,4,4,0.0,0.0,0.0,0.00966183574879227
LILRA4,4,4,0.0,0.0,0.0,0.00966183574879227
LILRA2,4,4,1.0,0.0,0.25,0.00966183574879227
LILRA1,4,4,0.0,0.0,0.0,0.00966183574879227
LIMK1,4,4,0.0,0.0,0.0,0.00966183574879227
LRIG3,4,4,1.0,0.0,0.25,0.00966183574879227
LRIG2,4,4,1.0,0.0,0.25,0.00966183574879227
TXNL1,4,4,2.0,0.0,0.5,0.00966183574879227
LRRC24,4,4,1.0,0.0,0.25,0.00966183574879227
ZNF285,4,4,0.0,0.0,0.0,0.00966183574879227
ASAP3,4,4,0.0,0.0,0.0,0.00966183574879227
ASAP2,4,4,0.0,0.0,0.0,0.00966183574879227
SMARCAL1,4,4,0.0,0.0,0.0,0.00966183574879227
SMARCA1,4,4,1.0,0.0,0.25,0.00966183574879227
EIF4E1B,4,4,0.0,0.0,0.0,0.00966183574879227
LIPE,4,4,0.0,0.0,0.0,0.00966183574879227
LINGO2,4,3,0.0,0.0,0.0,0.007246376811594203
EGLN2,4,4,0.0,0.0,0.0,0.00966183574879227
LRCH3,4,4,2.0,0.0,0.5,0.00966183574879227
SAMD4A,4,4,1.0,0.0,0.25,0.00966183574879227
SAA2,4,4,1.0,0.0,0.25,0.00966183574879227
SLCO1C1,4,4,1.0,0.0,0.25,0.00966183574879227
SLC9A9,4,4,1.0,0.0,0.25,0.00966183574879227
TXNDC2,4,4,2.0,0.0,0.5,0.00966183574879227
SLK,4,4,0.0,0.0,0.0,0.00966183574879227
LMBR1L,4,4,0.0,0.0,0.0,0.00966183574879227
LMBR1,4,4,2.0,0.0,0.5,0.00966183574879227
LMAN1L,4,4,1.0,0.0,0.25,0.00966183574879227
ZNF282,4,4,0.0,0.0,0.0,0.00966183574879227
ZNF271P,4,4,0.0,0.0,0.0,0.00966183574879227
ZNF267,4,4,0.0,0.0,0.0,0.00966183574879227
ZNF264,4,4,1.0,0.0,0.25,0.00966183574879227
ASCC2,4,4,1.0,0.0,0.25,0.00966183574879227
ASB2,4,4,0.0,0.0,0.0,0.00966183574879227
CAPS2,4,4,0.0,0.0,0.0,0.00966183574879227
ZNF793,4,4,0.0,0.0,0.0,0.00966183574879227
ZNF790,4,3,1.0,0.0,0.25,0.007246376811594203
TXK,4,4,0.0,0.0,0.0,0.00966183574879227
CCHCR1,4,4,0.0,0.0,0.0,0.00966183574879227
LOXL3,4,4,0.0,0.0,0.0,0.00966183574879227
LOXL1,4,4,0.0,0.0,0.0,0.00966183574879227
WDR62,4,4,1.0,0.0,0.25,0.00966183574879227
ARVCF,4,4,2.0,0.0,0.5,0.00966183574879227
AARD,4,4,0.0,0.0,0.0,0.00966183574879227
AAR2,4,4,0.0,0.0,0.0,0.00966183574879227
CDRT1,4,4,1.0,0.0,0.25,0.00966183574879227
CDKN1B,4,4,3.0,0.0,0.75,0.00966183574879227
PTPRF,4,4,2.0,0.0,0.5,0.00966183574879227
PTPN9,4,4,3.0,0.0,0.75,0.00966183574879227
ABCB6,4,4,0.0,0.0,0.0,0.00966183574879227
ABCB4,4,4,0.0,0.0,0.0,0.00966183574879227
AFAP1,4,4,2.0,0.0,0.5,0.00966183574879227
ZSWIM3,4,3,2.0,0.0,0.5,0.007246376811594203
ZSWIM1,4,4,0.0,0.0,0.0,0.00966183574879227
AAK1,4,4,1.0,0.0,0.25,0.00966183574879227
SLFN13,4,4,1.0,0.0,0.25,0.00966183574879227
SLFN12,4,4,0.0,0.0,0.0,0.00966183574879227
ZNF583,4,4,1.0,0.0,0.25,0.00966183574879227
LPO,4,4,2.0,0.0,0.5,0.00966183574879227
NXF5,3,3,0.0,0.0,0.0,0.007246376811594203
ODC1,3,3,0.0,0.0,0.0,0.007246376811594203
PTPRR,3,3,0.0,0.0,0.0,0.007246376811594203
OCRL,3,3,0.0,0.0,0.0,0.007246376811594203
OCLN,3,3,0.0,0.0,0.0,0.007246376811594203
ABCD2,3,3,0.0,0.0,0.0,0.007246376811594203
ABCD1,3,3,0.0,0.0,0.0,0.007246376811594203
ABCC11,3,3,0.0,0.0,0.0,0.007246376811594203
CEACAM1,3,3,0.0,0.0,0.0,0.007246376811594203
TIGIT,3,3,0.0,0.0,0.0,0.007246376811594203
TIGD7,3,3,0.0,0.0,0.0,0.007246376811594203
TIGD4,3,3,0.0,0.0,0.0,0.007246376811594203
CDSN,3,3,0.0,0.0,0.0,0.007246376811594203
FUT3,3,3,0.0,0.0,0.0,0.007246376811594203
FUT1,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
VPS26B,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
GAA,3,3,0.0,0.0,0.0,0.007246376811594203
VPS25,3,3,0.0,0.0,0.0,0.007246376811594203
FUBP1,3,2,2.0,0.0,0.6666666666666666,0.004830917874396135
VIPR2,3,3,0.0,0.0,0.0,0.007246376811594203
ZBTB48,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
ZBTB46,3,3,0.0,0.0,0.0,0.007246376811594203
ZBTB43,3,3,0.0,0.0,0.0,0.007246376811594203
VIPAS39,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
VIM,3,3,0.0,0.0,0.0,0.007246376811594203
C1orf35,3,3,2.0,0.0,0.6666666666666666,0.007246376811594203
CELF1,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
CEBPZ,3,3,0.0,0.0,0.0,0.007246376811594203
NXPH4,3,3,0.0,0.0,0.0,0.007246376811594203
NXPH2,3,3,0.0,0.0,0.0,0.007246376811594203
NXPH1,3,3,0.0,0.0,0.0,0.007246376811594203
CDK3,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
VPS4B,3,3,2.0,0.0,0.6666666666666666,0.007246376811594203
NUP93,3,3,0.0,0.0,0.0,0.007246376811594203
NUP88,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
NUP62,3,3,0.0,0.0,0.0,0.007246376811594203
PTP4A3,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
ABHD13,3,3,0.0,0.0,0.0,0.007246376811594203
SBF2,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
ABHD11,3,2,1.0,0.0,0.3333333333333333,0.004830917874396135
SART3,3,3,0.0,0.0,0.0,0.007246376811594203
OAS2,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
C21orf58,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
FZD1,3,3,0.0,0.0,0.0,0.007246376811594203
ABCG2,3,3,0.0,0.0,0.0,0.007246376811594203
FXR2,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
ABCG1,3,3,2.0,0.0,0.6666666666666666,0.007246376811594203
ABLIM1,3,3,0.0,0.0,0.0,0.007246376811594203
PTPN23,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
FZD9,3,3,0.0,0.0,0.0,0.007246376811594203
FZD8,3,3,0.0,0.0,0.0,0.007246376811594203
FZD7,3,2,0.0,0.0,0.0,0.004830917874396135
VPS45,3,3,0.0,0.0,0.0,0.007246376811594203
GABRB3,3,3,0.0,0.0,0.0,0.007246376811594203
CENPI,3,2,0.0,0.0,0.0,0.004830917874396135
GABRB1,3,3,0.0,0.0,0.0,0.007246376811594203
GABRA3,3,3,0.0,0.0,0.0,0.007246376811594203
GABRA2,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
GABPB2,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
GABPB1,3,3,0.0,0.0,0.0,0.007246376811594203
CENPC,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
CENATAC,3,3,0.0,0.0,0.0,0.007246376811594203
ZNF559,3,3,2.0,0.0,0.6666666666666666,0.007246376811594203
ZNF573,3,3,0.0,0.0,0.0,0.007246376811594203
CERS4,3,3,0.0,0.0,0.0,0.007246376811594203
CERKL,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
ZNF567,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
CEP104,3,3,0.0,0.0,0.0,0.007246376811594203
ZNF559-ZNF177,3,3,0.0,0.0,0.0,0.007246376811594203
CEP83,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
TIGD2,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
CES3,3,3,0.0,0.0,0.0,0.007246376811594203
TICAM1,3,3,0.0,0.0,0.0,0.007246376811594203
TIAM1,3,3,0.0,0.0,0.0,0.007246376811594203
PVR,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
PUS7L,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
PURA,3,3,0.0,0.0,0.0,0.007246376811594203
PTK7,3,3,2.0,0.0,0.6666666666666666,0.007246376811594203
PTH2R,3,3,2.0,0.0,0.6666666666666666,0.007246376811594203
GALNT16,3,3,2.0,0.0,0.6666666666666666,0.007246376811594203
CEP76,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
GALNT13,3,3,0.0,0.0,0.0,0.007246376811594203
CEP70,3,3,0.0,0.0,0.0,0.007246376811594203
GALNT10,3,3,0.0,0.0,0.0,0.007246376811594203
GALNT1,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
GALK1,3,3,0.0,0.0,0.0,0.007246376811594203
CEP57L1,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
GAL3ST3,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
GAN,3,3,0.0,0.0,0.0,0.007246376811594203
GALR2,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
SCAF4,3,3,2.0,0.0,0.6666666666666666,0.007246376811594203
NXF1,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
ALDH1L1,3,3,0.0,0.0,0.0,0.007246376811594203
CEP57,3,3,0.0,0.0,0.0,0.007246376811594203
CEP44,3,3,0.0,0.0,0.0,0.007246376811594203
GAS2L3,3,3,0.0,0.0,0.0,0.007246376811594203
CES1,3,3,0.0,0.0,0.0,0.007246376811594203
NUDT17,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
CDK11B,3,3,0.0,0.0,0.0,0.007246376811594203
CDHR5,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
PSPC1,3,3,0.0,0.0,0.0,0.007246376811594203
NUMBL,3,3,2.0,0.0,0.6666666666666666,0.007246376811594203
PTGER2,3,3,0.0,0.0,0.0,0.007246376811594203
SCAMP4,3,3,2.0,0.0,0.6666666666666666,0.007246376811594203
SCAMP3,3,3,0.0,0.0,0.0,0.007246376811594203
PTGDS,3,2,2.0,0.0,0.6666666666666666,0.004830917874396135
CEP85L,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
C1QTNF4,3,2,1.0,0.0,0.3333333333333333,0.004830917874396135
C1QTNF3,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
ZC2HC1A,3,3,0.0,0.0,0.0,0.007246376811594203
CFAP251,3,3,0.0,0.0,0.0,0.007246376811594203
CFAP100,3,3,0.0,0.0,0.0,0.007246376811594203
NTNG2,3,3,0.0,0.0,0.0,0.007246376811594203
PYGO1,3,3,0.0,0.0,0.0,0.007246376811594203
SCG2,3,3,0.0,0.0,0.0,0.007246376811594203
SCARF2,3,3,0.0,0.0,0.0,0.007246376811594203
SCARB1,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
NUF2,3,3,0.0,0.0,0.0,0.007246376811594203
PTBP2,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
PTAR1,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
THSD1,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
VGF,3,3,0.0,0.0,0.0,0.007246376811594203
THRAP3,3,3,2.0,0.0,0.6666666666666666,0.007246376811594203
VDAC1,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
VCX,3,3,0.0,0.0,0.0,0.007246376811594203
GASK1B,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
GAS7,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
ALDOB,3,3,0.0,0.0,0.0,0.007246376811594203
ZNF556,3,3,2.0,0.0,0.6666666666666666,0.007246376811594203
ZNF551,3,3,0.0,0.0,0.0,0.007246376811594203
ZNF550,3,3,2.0,0.0,0.6666666666666666,0.007246376811594203
ZNF549,3,3,0.0,0.0,0.0,0.007246376811594203
CDH22,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
VASH2,3,3,0.0,0.0,0.0,0.007246376811594203
CFAP69,3,2,0.0,0.0,0.0,0.004830917874396135
GAREM1,3,3,0.0,0.0,0.0,0.007246376811594203
CFAP45,3,3,0.0,0.0,0.0,0.007246376811594203
CFAP44,3,3,0.0,0.0,0.0,0.007246376811594203
CFAP36,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
GBA2,3,3,2.0,0.0,0.6666666666666666,0.007246376811594203
CFAP300,3,3,0.0,0.0,0.0,0.007246376811594203
GATAD2B,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
CFHR5,3,3,0.0,0.0,0.0,0.007246376811594203
NTN4,3,2,0.0,0.0,0.0,0.004830917874396135
NTF3,3,3,0.0,0.0,0.0,0.007246376811594203
NT5E,3,3,0.0,0.0,0.0,0.007246376811594203
NT5DC1,3,3,0.0,0.0,0.0,0.007246376811594203
NUBPL,3,3,0.0,0.0,0.0,0.007246376811594203
CFAP77,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
PSMC6,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
THEG,3,3,0.0,0.0,0.0,0.007246376811594203
THBD,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
PSMC4,3,3,0.0,0.0,0.0,0.007246376811594203
THAP3,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
QRSL1,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
GCC2,3,3,0.0,0.0,0.0,0.007246376811594203
PSMF1,3,3,0.0,0.0,0.0,0.007246376811594203
VAV1,3,3,0.0,0.0,0.0,0.007246376811594203
VRK2,3,3,0.0,0.0,0.0,0.007246376811594203
GC,3,3,2.0,0.0,0.6666666666666666,0.007246376811594203
CDH5,3,3,0.0,0.0,0.0,0.007246376811594203
GDF10,3,3,0.0,0.0,0.0,0.007246376811594203
GDAP2,3,2,0.0,0.0,0.0,0.004830917874396135
GDAP1,3,3,0.0,0.0,0.0,0.007246376811594203
GCNT2,3,3,0.0,0.0,0.0,0.007246376811594203
CHAF1A,3,3,0.0,0.0,0.0,0.007246376811594203
TH,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
TGS1,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
TGOLN2,3,3,0.0,0.0,0.0,0.007246376811594203
VAMP1,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
TGM6,3,3,0.0,0.0,0.0,0.007246376811594203
VAC14,3,3,0.0,0.0,0.0,0.007246376811594203
SCN1B,3,3,0.0,0.0,0.0,0.007246376811594203
UVSSA,3,3,0.0,0.0,0.0,0.007246376811594203
NTNG1,3,3,0.0,0.0,0.0,0.007246376811594203
GEMIN4,3,2,2.0,0.0,0.6666666666666666,0.004830917874396135
CHDH,3,3,0.0,0.0,0.0,0.007246376811594203
GFUS,3,3,0.0,0.0,0.0,0.007246376811594203
CHD3,3,3,0.0,0.0,0.0,0.007246376811594203
TGM1,3,2,1.0,0.0,0.3333333333333333,0.004830917874396135
TGIF2LX,3,3,0.0,0.0,0.0,0.007246376811594203
CHD1L,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
R3HDM2,3,3,0.0,0.0,0.0,0.007246376811594203
R3HCC1L,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
PSEN1,3,3,0.0,0.0,0.0,0.007246376811594203
PSMB7,3,3,0.0,0.0,0.0,0.007246376811594203
ZC3H12B,3,2,0.0,0.0,0.0,0.004830917874396135
ZC3H12A,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
PSMB11,3,3,0.0,0.0,0.0,0.007246376811594203
C1S,3,3,0.0,0.0,0.0,0.007246376811594203
TGFBR3,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
TFDP2,3,2,2.0,0.0,0.6666666666666666,0.004830917874396135
GHITM,3,3,0.0,0.0,0.0,0.007246376811594203
PSMA5,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
CDH10,3,3,0.0,0.0,0.0,0.007246376811594203
CDCP2,3,3,0.0,0.0,0.0,0.007246376811594203
NRP2,3,3,0.0,0.0,0.0,0.007246376811594203
CDC45,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
VSIG8,3,2,0.0,0.0,0.0,0.004830917874396135
NT5C1B,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
CHRNA3,3,3,0.0,0.0,0.0,0.007246376811594203
NSMAF,3,3,0.0,0.0,0.0,0.007246376811594203
NSF,3,3,0.0,0.0,0.0,0.007246376811594203
VSIG10,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
CHERP,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
CHEK2,3,3,0.0,0.0,0.0,0.007246376811594203
UTP25,3,3,0.0,0.0,0.0,0.007246376811594203
NR5A2,3,3,2.0,0.0,0.6666666666666666,0.007246376811594203
NR5A1,3,3,0.0,0.0,0.0,0.007246376811594203
UTP14A,3,3,2.0,0.0,0.6666666666666666,0.007246376811594203
SCP2,3,3,2.0,0.0,0.6666666666666666,0.007246376811594203
PSG2,3,3,0.0,0.0,0.0,0.007246376811594203
SCNN1A,3,3,0.0,0.0,0.0,0.007246376811594203
ABI2,3,3,0.0,0.0,0.0,0.007246376811594203
NRSN2,3,3,0.0,0.0,0.0,0.007246376811594203
ABHD8,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
CHRD,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
CHPF2,3,3,0.0,0.0,0.0,0.007246376811594203
CHMP6,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
TGDS,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
CHRND,3,3,0.0,0.0,0.0,0.007246376811594203
CHRNA9,3,3,0.0,0.0,0.0,0.007246376811594203
TFE3,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
PRTFDC1,3,2,0.0,0.0,0.0,0.004830917874396135
TFB1M,3,3,0.0,0.0,0.0,0.007246376811594203
GGT7,3,2,0.0,0.0,0.0,0.004830917874396135
RAB11FIP5,3,3,2.0,0.0,0.6666666666666666,0.007246376811594203
GGT1,3,3,0.0,0.0,0.0,0.007246376811594203
RAB11FIP1,3,3,0.0,0.0,0.0,0.007246376811594203
ABL2,3,3,0.0,0.0,0.0,0.007246376811594203
CHRM5,3,3,0.0,0.0,0.0,0.007246376811594203
GIPC1,3,3,2.0,0.0,0.6666666666666666,0.007246376811594203
CDC37L1,3,3,0.0,0.0,0.0,0.007246376811594203
CDC37,3,3,0.0,0.0,0.0,0.007246376811594203
GIMAP6,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
CDC25C,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
AMDHD1,3,3,0.0,0.0,0.0,0.007246376811594203
ABI3,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
CHST12,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
USP53,3,3,0.0,0.0,0.0,0.007246376811594203
USP44,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
USP43,3,3,0.0,0.0,0.0,0.007246376811594203
CILP,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
ALOX5,3,3,0.0,0.0,0.0,0.007246376811594203
PRSS23,3,3,0.0,0.0,0.0,0.007246376811594203
ALLC,3,3,0.0,0.0,0.0,0.007246376811594203
PRRX1,3,3,0.0,0.0,0.0,0.007246376811594203
GJB6,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
GJB5,3,3,0.0,0.0,0.0,0.007246376811594203
GJB4,3,3,0.0,0.0,0.0,0.007246376811594203
GJB1,3,3,0.0,0.0,0.0,0.007246376811594203
PRRT3,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
GJA4,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
GJA1,3,3,0.0,0.0,0.0,0.007246376811594203
PRR5-ARHGAP8,3,3,0.0,0.0,0.0,0.007246376811594203
TFAP4,3,3,0.0,0.0,0.0,0.007246376811594203
TFAP2B,3,3,0.0,0.0,0.0,0.007246376811594203
PRR5,3,3,0.0,0.0,0.0,0.007246376811594203
RAB33A,3,3,2.0,0.0,0.6666666666666666,0.007246376811594203
PRSS58,3,3,0.0,0.0,0.0,0.007246376811594203
GLB1,3,3,0.0,0.0,0.0,0.007246376811594203
GLA,3,3,0.0,0.0,0.0,0.007246376811594203
GK5,3,3,0.0,0.0,0.0,0.007246376811594203
GK2,3,3,0.0,0.0,0.0,0.007246376811594203
GJD4,3,3,0.0,0.0,0.0,0.007246376811594203
PRSS55,3,2,2.0,0.0,0.6666666666666666,0.004830917874396135
CIITA,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
NR1D2,3,3,2.0,0.0,0.6666666666666666,0.007246376811594203
NRIP1,3,3,3.0,0.0,1.0,0.007246376811594203
CIBAR2,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
CKM,3,3,0.0,0.0,0.0,0.007246376811594203
CD81,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
CLASP1,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
CLDN17,3,3,0.0,0.0,0.0,0.007246376811594203
NR1I3,3,3,0.0,0.0,0.0,0.007246376811594203
CIZ1,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
GLP2R,3,3,0.0,0.0,0.0,0.007246376811594203
CITED2,3,2,0.0,0.0,0.0,0.004830917874396135
GLIS3,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
CIR1,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
GLIPR1,3,3,0.0,0.0,0.0,0.007246376811594203
GLI4,3,3,0.0,0.0,0.0,0.007246376811594203
USP37,3,3,3.0,0.0,1.0,0.007246376811594203
GLE1,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
RAB3IP,3,3,0.0,0.0,0.0,0.007246376811594203
TEX10,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
PRMT8,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
GLRB,3,3,2.0,0.0,0.6666666666666666,0.007246376811594203
PRPF6,3,3,0.0,0.0,0.0,0.007246376811594203
PRPF39,3,3,0.0,0.0,0.0,0.007246376811594203
GMPS,3,3,0.0,0.0,0.0,0.007246376811594203
C16orf78,3,3,0.0,0.0,0.0,0.007246376811594203
C16orf71,3,3,0.0,0.0,0.0,0.007246376811594203
PRPF18,3,3,0.0,0.0,0.0,0.007246376811594203
C1GALT1C1L,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
C18orf54,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
RAC2,3,3,0.0,0.0,0.0,0.007246376811594203
CLCN2,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
CLCA4,3,3,0.0,0.0,0.0,0.007246376811594203
NR4A3,3,3,0.0,0.0,0.0,0.007246376811594203
NR4A2,3,3,0.0,0.0,0.0,0.007246376811594203
NR4A1,3,3,0.0,0.0,0.0,0.007246376811594203
NR3C1,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
GNB5,3,3,0.0,0.0,0.0,0.007246376811594203
GNB2,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
CLPTM1,3,3,0.0,0.0,0.0,0.007246376811594203
CLP1,3,3,0.0,0.0,0.0,0.007246376811594203
CLOCK,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
CLCNKB,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
SCUBE1,3,3,0.0,0.0,0.0,0.007246376811594203
NR0B2,3,3,0.0,0.0,0.0,0.007246376811594203
NR0B1,3,3,0.0,0.0,0.0,0.007246376811594203
CLCN7,3,3,0.0,0.0,0.0,0.007246376811594203
CLEC3B,3,3,0.0,0.0,0.0,0.007246376811594203
CLEC1A,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
CLEC12B,3,3,0.0,0.0,0.0,0.007246376811594203
GLUL,3,3,1.0,0.0,0.3333333333333333,0.007246376811594203
